alias_address,alias_city,georeferencingString,polygonKey,type
VIA MONTE CELA,NIMIS,NIMIS VIA MONTE CELA,,POINT
VIA MONTE GRAPPA,NIMIS,NIMIS VIA MONTE GRAPPA,,POINT
VIA MONTE NERO,NIMIS,NIMIS VIA MONTE NERO,,POINT
VIA PECOLLE DI SOPRA,NIMIS,NIMIS VIA PECOLLE DI SOPRA,,POINT
VIA PECOLLE DI SOTTO,NIMIS,NIMIS VIA PECOLLE DI SOTTO,,POINT
VIA PECOLLE SOTTO,NIMIS,NIMIS VIA PECOLLE SOTTO,,POINT
VIA PESCIA,NIMIS,NIMIS VIA PESCIA,,POINT
VIA PIETRO ZORUTTI,NIMIS,NIMIS VIA PIETRO ZORUTTI,,POINT
VIA PIEVE DI NIMIS,NIMIS,NIMIS VIA PIEVE DI NIMIS,,POINT
VIA PLANEDIS,NIMIS,NIMIS VIA PLANEDIS,,POINT
VIA PLOVERT,NIMIS,NIMIS VIA PLOVERT,,POINT
VIA RAMANDOLO,NIMIS,NIMIS VIA RAMANDOLO,,POINT
VIA RODOLFO ZILLI,NIMIS,NIMIS VIA RODOLFO ZILLI,,POINT
VIA ROMA,NIMIS,NIMIS VIA ROMA,,POINT
VIA RUPE,NIMIS,NIMIS VIA RUPE,,POINT
VIA S GERVASIO,NIMIS,NIMIS VIA S GERVASIO,,POINT
VIA SAN BIAGIO,NIMIS,NIMIS VIA SAN BIAGIO,,POINT
VIA SAN GERVASIO,NIMIS,NIMIS VIA SAN GERVASIO,,POINT
VIA SAN GIACOMO,NIMIS,NIMIS VIA SAN GIACOMO,,POINT
VIA SAN GIORGIO,NIMIS,NIMIS VIA SAN GIORGIO,,POINT
VIA SAN GIUSEPPE,NIMIS,NIMIS VIA SAN GIUSEPPE,,POINT
VIA SAN MAURO,NIMIS,NIMIS VIA SAN MAURO,,POINT
VIA SAN SEBASTIANO,NIMIS,NIMIS VIA SAN SEBASTIANO,,POINT
VIA SAN VALENTINO,NIMIS,NIMIS VIA SAN VALENTINO,,POINT
VIA SANT' ANTONIO,NIMIS,NIMIS VIA SANT' ANTONIO,,POINT
VIA SANT' ELENA,NIMIS,NIMIS VIA SANT' ELENA,,POINT
VIA SANTA MARIA MADDALENA,NIMIS,NIMIS VIA SANTA MARIA MADDALENA,,POINT
VIA SAVORGNANO,NIMIS,NIMIS VIA SAVORGNANO,,POINT
VIA SECLI,NIMIS,NIMIS VIA SECLI,,POINT
VIA SEDILIS,NIMIS,NIMIS VIA SEDILIS,,POINT
VIA SOTTOPECOLLE,NIMIS,NIMIS VIA SOTTOPECOLLE,,POINT
VIA TAIPANA,NIMIS,NIMIS VIA TAIPANA,,POINT
VIA TAMAR,NIMIS,NIMIS VIA TAMAR,,POINT
VIA TARCENTO,NIMIS,NIMIS VIA TARCENTO,,POINT
VIA TORQUATO TASSO,NIMIS,NIMIS VIA TORQUATO TASSO,,POINT
VIA TRIESTE,NIMIS,NIMIS VIA TRIESTE,,POINT
VIA TUBETTI,NIMIS,NIMIS VIA TUBETTI,,POINT
VIA UANCIGH,NIMIS,NIMIS VIA UANCIGH,,POINT
VIA UDINE,NIMIS,NIMIS VIA UDINE,,POINT
VIA UGO FOSCOLO,NIMIS,NIMIS VIA UGO FOSCOLO,,POINT
VIA VAL D' AVRIL,NIMIS,NIMIS VIA VAL D' AVRIL,,POINT
VIA VALLE,NIMIS,NIMIS VIA VALLE,,POINT
VIA VITTORIO VENETO,NIMIS,NIMIS VIA VITTORIO VENETO,,POINT
VIA VUANELLO,NIMIS,NIMIS VIA VUANELLO,,POINT
VIA XII DICEMBRE,NIMIS,NIMIS VIA XII DICEMBRE,,POINT
VIA XII DICEMBRE - FR.CERGNEU,NIMIS,NIMIS VIA XII DICEMBRE - FR.CERGNEU,,POINT
VIA XXV AGOSTO,NIMIS,NIMIS VIA XXV AGOSTO,,POINT
VICOLO EDMONDO DE AMICIS,NIMIS,NIMIS VICOLO EDMONDO DE AMICIS,,POINT
LOC. BRAIDE DI BIDIN,PALUZZA,PALUZZA LOC. BRAIDE DI BIDIN,,POINT
LOC. NAUNINA VIA VAL PUDIA- CASA RIU BAVOS,PALUZZA,PALUZZA LOC. NAUNINA VIA VAL PUDIA- CASA RIU BAVOS,,POINT
LOC. RIO BAVOUS,PALUZZA,PALUZZA LOC. RIO BAVOUS,,POINT
LOCALITA' CIVILUNG,PALUZZA,PALUZZA LOCALITA' CIVILUNG,,POINT
LOCALITA' COSTA CLAUDINA,PALUZZA,PALUZZA LOCALITA' COSTA CLAUDINA,,POINT
LOCALITA' LAGHETTI,PALUZZA,PALUZZA LOCALITA' LAGHETTI,,POINT
LOCALITA' RAUT,PALUZZA,PALUZZA LOCALITA' RAUT,,POINT
LOCALITA' RONCHIES,PALUZZA,PALUZZA LOCALITA' RONCHIES,,POINT
PIAZZA A. DE GASPERI,PALUZZA,PALUZZA PIAZZA A. DE GASPERI,,POINT
PIAZZA ALCIDE DE GASPERI,PALUZZA,PALUZZA PIAZZA ALCIDE DE GASPERI,,POINT
PIAZZA DE GASPERI,PALUZZA,PALUZZA PIAZZA DE GASPERI,,POINT
PIAZZA DELLA VITTORIA,PALUZZA,PALUZZA PIAZZA DELLA VITTORIA,,POINT
PIAZZA SAN PIO X,PALUZZA,PALUZZA PIAZZA SAN PIO X,,POINT
PIAZZA XXI - XXII LUGLIO,PALUZZA,PALUZZA PIAZZA XXI - XXII LUGLIO,,POINT
PIAZZA 21-22 LUGLIO,PALUZZA,PALUZZA PIAZZA 21-22 LUGLIO,,POINT
VIA AIP,PALUZZA,PALUZZA VIA AIP,,POINT
VIA ALPINO ORTIS,PALUZZA,PALUZZA VIA ALPINO ORTIS,,POINT
VIA ANGELO MATIZ,PALUZZA,PALUZZA VIA ANGELO MATIZ,,POINT
VIA AVOSTANIS,PALUZZA,PALUZZA VIA AVOSTANIS,,POINT
VIA CARABINIERE ERWIN MAIER,PALUZZA,PALUZZA VIA CARABINIERE ERWIN MAIER,,POINT
VIA CELESTE DE FRANCESCHI,PALUZZA,PALUZZA VIA CELESTE DE FRANCESCHI,,POINT
VIA COCH,PALUZZA,PALUZZA VIA COCH,,POINT
VIA CUEL,PALUZZA,PALUZZA VIA CUEL,,POINT
VIA D.BELLA CAPPELLA,PALUZZA,PALUZZA VIA D.BELLA CAPPELLA,,POINT
VIA DEI GERANEI,PALUZZA,PALUZZA VIA DEI GERANEI,,POINT
VIA DEI GIGLI,PALUZZA,PALUZZA VIA DEI GIGLI,,POINT
VIA DEI GIRASOLI,PALUZZA,PALUZZA VIA DEI GIRASOLI,,POINT
VIA DEI RICORDI,PALUZZA,PALUZZA VIA DEI RICORDI,,POINT
VIA DEI TULIPANI,PALUZZA,PALUZZA VIA DEI TULIPANI,,POINT
VIA DEL BOSCO,PALUZZA,PALUZZA VIA DEL BOSCO,,POINT
VIA DELLA BELLA CAPELLA,PALUZZA,PALUZZA VIA DELLA BELLA CAPELLA,,POINT
VIA DELLA BELLA CAPPELLA,PALUZZA,PALUZZA VIA DELLA BELLA CAPPELLA,,POINT
VIA DELLA ROGGIA,PALUZZA,PALUZZA VIA DELLA ROGGIA,,POINT
VIA DELLE ROSE,PALUZZA,PALUZZA VIA DELLE ROSE,,POINT
VIA DIVISIONE JULIA,PALUZZA,PALUZZA VIA DIVISIONE JULIA,,POINT
VIA DIVISIONE JULIA N.,PALUZZA,PALUZZA VIA DIVISIONE JULIA N.,,POINT
VIA DON TITA BULFONS,PALUZZA,PALUZZA VIA DON TITA BULFONS,,POINT
VIA ENFRETORS,PALUZZA,PALUZZA VIA ENFRETORS,,POINT
VIA ENGLARO,PALUZZA,PALUZZA VIA ENGLARO,,POINT
VIA ENGLARO SUPERIORE,PALUZZA,PALUZZA VIA ENGLARO SUPERIORE,,POINT
VIA FURIP,PALUZZA,PALUZZA VIA FURIP,,POINT
VIA GIACOMO MATTEOTTI,PALUZZA,PALUZZA VIA GIACOMO MATTEOTTI,,POINT
VIA GIOBATTA UNFER,PALUZZA,PALUZZA VIA GIOBATTA UNFER,,POINT
VIA GIOVANNI XXIII,PALUZZA,PALUZZA VIA GIOVANNI XXIII,,POINT
VIA GREGORIO DA MONTELONGO,PALUZZA,PALUZZA VIA GREGORIO DA MONTELONGO,,POINT
VIA GUGLIELMO MARCONI,PALUZZA,PALUZZA VIA GUGLIELMO MARCONI,,POINT
VIA IV NOVEMBRE,PALUZZA,PALUZZA VIA IV NOVEMBRE,,POINT
VIA LAIPACCO,PALUZZA,PALUZZA VIA LAIPACCO,,POINT
VIA LORENZO CRAIGHERO,PALUZZA,PALUZZA VIA LORENZO CRAIGHERO,,POINT
VIA M. P. MENTIL,PALUZZA,PALUZZA VIA M. P. MENTIL,,POINT
VIA MAIER PIETRO,PALUZZA,PALUZZA VIA MAIER PIETRO,,POINT
VIA MARIA PLOZNER MENTIL,PALUZZA,PALUZZA VIA MARIA PLOZNER MENTIL,,POINT
VIA MARTIRI PROMOSIO,PALUZZA,PALUZZA VIA MARTIRI PROMOSIO,,POINT
VIA MATIAN,PALUZZA,PALUZZA VIA MATIAN,,POINT
VIA MATTIA MAIER,PALUZZA,PALUZZA VIA MATTIA MAIER,,POINT
VIA M.GORIZIZZO,PALUZZA,PALUZZA VIA M.GORIZIZZO,,POINT
VIA MONSIGNORE GORIZIZZO,PALUZZA,PALUZZA VIA MONSIGNORE GORIZIZZO,,POINT
VIA MONTE COGLIANS,PALUZZA,PALUZZA VIA MONTE COGLIANS,,POINT
VIA MONTE RIVO,PALUZZA,PALUZZA VIA MONTE RIVO,,POINT
VIA MONTE TERSADIA,PALUZZA,PALUZZA VIA MONTE TERSADIA,,POINT
VIA MONTE TERZO,PALUZZA,PALUZZA VIA MONTE TERZO,,POINT
VIA MOSCARDO,PALUZZA,PALUZZA VIA MOSCARDO,,POINT
VIA M.PLOZNER MENTIL,PALUZZA,PALUZZA VIA M.PLOZNER MENTIL,,POINT
VIA M.TE RIVO,PALUZZA,PALUZZA VIA M.TE RIVO,,POINT
VIA M.TE TERSADIA,PALUZZA,PALUZZA VIA M.TE TERSADIA,,POINT
VIA MULINES,PALUZZA,PALUZZA VIA MULINES,,POINT
VIA MUSES,PALUZZA,PALUZZA VIA MUSES,,POINT
VIA NAZIONALE,PALUZZA,PALUZZA VIA NAZIONALE,,POINT
VIA PAL GRANDE,PALUZZA,PALUZZA VIA PAL GRANDE,,POINT
VIA PAL PICCOLO,PALUZZA,PALUZZA VIA PAL PICCOLO,,POINT
VIA PALOMBIN,PALUZZA,PALUZZA VIA PALOMBIN,,POINT
VIA PAOLO CENTA,PALUZZA,PALUZZA VIA PAOLO CENTA,,POINT
VIA PECOL,PALUZZA,PALUZZA VIA PECOL,,POINT
VIA PIETRO MAIER,PALUZZA,PALUZZA VIA PIETRO MAIER,,POINT
VIA POSTETTO,PALUZZA,PALUZZA VIA POSTETTO,,POINT
VIA PRINCIPALE,PALUZZA,PALUZZA VIA PRINCIPALE,,POINT
VIA PRUSCIGNON,PALUZZA,PALUZZA VIA PRUSCIGNON,,POINT
VIA R. DELLA TORRE,PALUZZA,PALUZZA VIA R. DELLA TORRE,,POINT
VIA R. MAIER,PALUZZA,PALUZZA VIA R. MAIER,,POINT
VIA R. MAUER,PALUZZA,PALUZZA VIA R. MAUER,,POINT
VIA RAIMONDO DELLA TORRE,PALUZZA,PALUZZA VIA RAIMONDO DELLA TORRE,,POINT
VIA ROCH,PALUZZA,PALUZZA VIA ROCH,,POINT
VIA ROMA,PALUZZA,PALUZZA VIA ROMA,,POINT
VIA RONCH,PALUZZA,PALUZZA VIA RONCH,,POINT
VIA ROUL,PALUZZA,PALUZZA VIA ROUL,,POINT
VIA RUGGERO MAIER,PALUZZA,PALUZZA VIA RUGGERO MAIER,,POINT
VIA S. OSVALDO,PALUZZA,PALUZZA VIA S. OSVALDO,,POINT
VIA SAN DANIELE,PALUZZA,PALUZZA VIA SAN DANIELE,,POINT
VIA SAN LORENZO,PALUZZA,PALUZZA VIA SAN LORENZO,,POINT
VIA SAN NICOLO,PALUZZA,PALUZZA VIA SAN NICOLO,,POINT
VIA SAN NICOLO',PALUZZA,PALUZZA VIA SAN NICOLO',,POINT
VIA SAN OSVALDO,PALUZZA,PALUZZA VIA SAN OSVALDO,,POINT
VIA SANT' OSVALDO,PALUZZA,PALUZZA VIA SANT' OSVALDO,,POINT
VIA SELEIT,PALUZZA,PALUZZA VIA SELEIT,,POINT
VIA SILVIO ORTIS,PALUZZA,PALUZZA VIA SILVIO ORTIS,,POINT
VIA TITTA BULFON,PALUZZA,PALUZZA VIA TITTA BULFON,,POINT
VIA VAL,PALUZZA,PALUZZA VIA VAL,,POINT
VIA VAL CASTELLANA,PALUZZA,PALUZZA VIA VAL CASTELLANA,,POINT
VIA VAL PUDIA,PALUZZA,PALUZZA VIA VAL PUDIA,,POINT
VIA VELT,PALUZZA,PALUZZA VIA VELT,,POINT
VIA VILLA,PALUZZA,PALUZZA VIA VILLA,,POINT
VIA VITTORIO VENETO,PALUZZA,PALUZZA VIA VITTORIO VENETO,,POINT
VIA XXIV MAGGIO,PALUZZA,PALUZZA VIA XXIV MAGGIO,,POINT
VIA XXV APRILE,PALUZZA,PALUZZA VIA XXV APRILE,,POINT
VIA 24 APRILE,PALUZZA,PALUZZA VIA 24 APRILE,,POINT
VIA 25 APRILE,PALUZZA,PALUZZA VIA 25 APRILE,,POINT
VIALE DUZZI,PALUZZA,PALUZZA VIALE DUZZI,,POINT
VICOLO CORTO,PALUZZA,PALUZZA VICOLO CORTO,,POINT
VICOLO DUZZI,PALUZZA,PALUZZA VICOLO DUZZI,,POINT
VICOLO GIUSEPPE GARIBALDI,PALUZZA,PALUZZA VICOLO GIUSEPPE GARIBALDI,,POINT
VICOLO GIUSEPPE MAZZINI,PALUZZA,PALUZZA VICOLO GIUSEPPE MAZZINI,,POINT
VICOLO SAN GIACOMO,PALUZZA,PALUZZA VICOLO SAN GIACOMO,,POINT
VICOLO SANTA GELTRUDE,PALUZZA,PALUZZA VICOLO SANTA GELTRUDE,,POINT
VICOLO SCANDOLARO,PALUZZA,PALUZZA VICOLO SCANDOLARO,,POINT
VICOLO VIGNERS,PALUZZA,PALUZZA VICOLO VIGNERS,,POINT
FRAZIONE BERDA,PREPOTTO,PREPOTTO FRAZIONE BERDA,,POINT
FRAZIONE COVACEVIZZA,PREPOTTO,PREPOTTO FRAZIONE COVACEVIZZA,,POINT
LOCALITA' BODIGOI,PREPOTTO,PREPOTTO LOCALITA' BODIGOI,,POINT
LOCALITA' BORDON,PREPOTTO,PREPOTTO LOCALITA' BORDON,,POINT
LOCALITA' CIUBIZ,PREPOTTO,PREPOTTO LOCALITA' CIUBIZ,,POINT
LOCALITA' COSSON,PREPOTTO,PREPOTTO LOCALITA' COSSON,,POINT
LOCALITA' CRAS,PREPOTTO,PREPOTTO LOCALITA' CRAS,,POINT
LOCALITA' LA BAITE,PREPOTTO,PREPOTTO LOCALITA' LA BAITE,,POINT
LOCALITA' MEZZOMONTE,PREPOTTO,PREPOTTO LOCALITA' MEZZOMONTE,,POINT
LOCALITA' MOLINO VECCHIO,PREPOTTO,PREPOTTO LOCALITA' MOLINO VECCHIO,,POINT
LOCALITA' PODRESCA,PREPOTTO,PREPOTTO LOCALITA' PODRESCA,,POINT
LOCALITA' PREPOTISCHIS,PREPOTTO,PREPOTTO LOCALITA' PREPOTISCHIS,,POINT
LOCALITA' SALAMANT,PREPOTTO,PREPOTTO LOCALITA' SALAMANT,,POINT
STRADA PROV.48 PREPOTTO-SPESSA,PREPOTTO,PREPOTTO STRADA PROV.48 PREPOTTO-SPESSA,,POINT
STRADA SANT' ANNA,PREPOTTO,PREPOTTO STRADA SANT' ANNA,,POINT
VIA ALBANA,PREPOTTO,PREPOTTO VIA ALBANA,,POINT
VIA BODIGOI,PREPOTTO,PREPOTTO VIA BODIGOI,,POINT
VIA BRISCHIS,PREPOTTO,PREPOTTO VIA BRISCHIS,,POINT
VIA BROLO,PREPOTTO,PREPOTTO VIA BROLO,,POINT
VIA BUCOVIZZA,PREPOTTO,PREPOTTO VIA BUCOVIZZA,,POINT
VIA CASALI QUERCIG,PREPOTTO,PREPOTTO VIA CASALI QUERCIG,,POINT
VIA CASTELMONTE,PREPOTTO,PREPOTTO VIA CASTELMONTE,,POINT
VIA CENTA,PREPOTTO,PREPOTTO VIA CENTA,,POINT
VIA CIALLA,PREPOTTO,PREPOTTO VIA CIALLA,,POINT
VIA CLADRECIS,PREPOTTO,PREPOTTO VIA CLADRECIS,,POINT
VIA CODROMAZ,PREPOTTO,PREPOTTO VIA CODROMAZ,,POINT
VIA CRAORETTO,PREPOTTO,PREPOTTO VIA CRAORETTO,,POINT
VIA CRAS,PREPOTTO,PREPOTTO VIA CRAS,,POINT
VIA FRAGELLIS,PREPOTTO,PREPOTTO VIA FRAGELLIS,,POINT
VIA MANZANO,PREPOTTO,PREPOTTO VIA MANZANO,,POINT
VIA MARCOLINO,PREPOTTO,PREPOTTO VIA MARCOLINO,,POINT
VIA MOLDIARIA,PREPOTTO,PREPOTTO VIA MOLDIARIA,,POINT
VIA NOVACUZZO,PREPOTTO,PREPOTTO VIA NOVACUZZO,,POINT
VIA OBORZA,PREPOTTO,PREPOTTO VIA OBORZA,,POINT
VIA PLAGNAVA,PREPOTTO,PREPOTTO VIA PLAGNAVA,,POINT
VIA PODCLANZ,PREPOTTO,PREPOTTO VIA PODCLANZ,,POINT
VIA POIANIS,PREPOTTO,PREPOTTO VIA POIANIS,,POINT
VIA ROMA,PREPOTTO,PREPOTTO VIA ROMA,,POINT
VIA RONCHI,PREPOTTO,PREPOTTO VIA RONCHI,,POINT
VIA SAN PIETRO DI CHIAZZACCO,PREPOTTO,PREPOTTO VIA SAN PIETRO DI CHIAZZACCO,,POINT
VIA SQUARZULIS,PREPOTTO,PREPOTTO VIA SQUARZULIS,,POINT
VIA STREGNA,PREPOTTO,PREPOTTO VIA STREGNA,,POINT
VIA TERCIMONTE,PREPOTTO,PREPOTTO VIA TERCIMONTE,,POINT
VIA XXIV MAGGIO,PREPOTTO,PREPOTTO VIA XXIV MAGGIO,,POINT
ZONA P.I.P.,PREPOTTO,PREPOTTO ZONA P.I.P.,,POINT
FRAZIONE ALBANA,PULFERO,PULFERO FRAZIONE ALBANA,,POINT
FRAZIONE CLIN DI BARDO,PULFERO,PULFERO FRAZIONE CLIN DI BARDO,,POINT
FRAZIONE COLIESSA,PULFERO,PULFERO FRAZIONE COLIESSA,,POINT
FRAZIONE PEROVIZZA,PULFERO,PULFERO FRAZIONE PEROVIZZA,,POINT
FRAZIONE PULFERO,PULFERO,PULFERO FRAZIONE PULFERO,,POINT
FRAZIONE SPAGNUT,PULFERO,PULFERO FRAZIONE SPAGNUT,,POINT
LOCALITA' ANTRO,PULFERO,PULFERO LOCALITA' ANTRO,,POINT
LOCALITA' BARDO,PULFERO,PULFERO LOCALITA' BARDO,,POINT
LOCALITA' BIACIS,PULFERO,PULFERO LOCALITA' BIACIS,,POINT
LOCALITA' BIZONTA,PULFERO,PULFERO LOCALITA' BIZONTA,,POINT
LOCALITA' BRISCHIS,PULFERO,PULFERO LOCALITA' BRISCHIS,,POINT
LOCALITA' BUDRIN,PULFERO,PULFERO LOCALITA' BUDRIN,,POINT
LOCALITA' BUTTERA,PULFERO,PULFERO LOCALITA' BUTTERA,,POINT
LOCALITA' CALLA,PULFERO,PULFERO LOCALITA' CALLA,,POINT
LOCALITA' CEDARMAS,PULFERO,PULFERO LOCALITA' CEDARMAS,,POINT
LOCALITA' CICIGOLIS,PULFERO,PULFERO LOCALITA' CICIGOLIS,,POINT
LOCALITA' CLAVORA,PULFERO,PULFERO LOCALITA' CLAVORA,,POINT
LOCALITA' COCEANZI,PULFERO,PULFERO LOCALITA' COCEANZI,,POINT
LOCALITA' COMUGNARO,PULFERO,PULFERO LOCALITA' COMUGNARO,,POINT
LOCALITA' CRANZOVE,PULFERO,PULFERO LOCALITA' CRANZOVE,,POINT
LOCALITA' CRAS,PULFERO,PULFERO LOCALITA' CRAS,,POINT
LOCALITA' DOMENIS,PULFERO,PULFERO LOCALITA' DOMENIS,,POINT
LOCALITA' DORBOLO',PULFERO,PULFERO LOCALITA' DORBOLO',,POINT
LOCALITA' ERBEZZO,PULFERO,PULFERO LOCALITA' ERBEZZO,,POINT
LOCALITA' FLORMI,PULFERO,PULFERO LOCALITA' FLORMI,,POINT
LOCALITA' GOREGNAVAS,PULFERO,PULFERO LOCALITA' GOREGNAVAS,,POINT
LOCALITA' IEREP,PULFERO,PULFERO LOCALITA' IEREP,,POINT
LOCALITA' IURETIG,PULFERO,PULFERO LOCALITA' IURETIG,,POINT
LOCALITA' LACOVE,PULFERO,PULFERO LOCALITA' LACOVE,,POINT
LOCALITA' LASIZ,PULFERO,PULFERO LOCALITA' LASIZ,,POINT
LOCALITA' LINDER,PULFERO,PULFERO LOCALITA' LINDER,,POINT
LOCALITA' LOCH,PULFERO,PULFERO LOCALITA' LOCH,,POINT
LOCALITA' MARSEU,PULFERO,PULFERO LOCALITA' MARSEU,,POINT
LOCALITA' MEDVES,PULFERO,PULFERO LOCALITA' MEDVES,,POINT
LOCALITA' MOLINO,PULFERO,PULFERO LOCALITA' MOLINO,,POINT
LOCALITA' MONTEFOSCA,PULFERO,PULFERO LOCALITA' MONTEFOSCA,,POINT
LOCALITA' OBALLA,PULFERO,PULFERO LOCALITA' OBALLA,,POINT
LOCALITA' OSSIACH,PULFERO,PULFERO LOCALITA' OSSIACH,,POINT
LOCALITA' PACEIDA,PULFERO,PULFERO LOCALITA' PACEIDA,,POINT
LOCALITA' PARMIRZI,PULFERO,PULFERO LOCALITA' PARMIRZI,,POINT
LOCALITA' PODVARSCHIS,PULFERO,PULFERO LOCALITA' PODVARSCHIS,,POINT
LOCALITA' POZZERA,PULFERO,PULFERO LOCALITA' POZZERA,,POINT
LOCALITA' SCUBINA,PULFERO,PULFERO LOCALITA' SCUBINA,,POINT
LOCALITA' SOSGNE,PULFERO,PULFERO LOCALITA' SOSGNE,,POINT
LOCALITA' SPECOGNIS,PULFERO,PULFERO LOCALITA' SPECOGNIS,,POINT
LOCALITA' SPIGNON,PULFERO,PULFERO LOCALITA' SPIGNON,,POINT
LOCALITA' STONDER,PULFERO,PULFERO LOCALITA' STONDER,,POINT
LOCALITA' STUPIZZA,PULFERO,PULFERO LOCALITA' STUPIZZA,,POINT
LOCALITA' STURAM,PULFERO,PULFERO LOCALITA' STURAM,,POINT
LOCALITA' TARCETTA,PULFERO,PULFERO LOCALITA' TARCETTA,,POINT
LOCALITA' TUOMAZ,PULFERO,PULFERO LOCALITA' TUOMAZ,,POINT
LOCALITA' UODGNACH,PULFERO,PULFERO LOCALITA' UODGNACH,,POINT
LOCALITA' ZAPATOCCO,PULFERO,PULFERO LOCALITA' ZAPATOCCO,,POINT
LOCALITA' ZEIAZ,PULFERO,PULFERO LOCALITA' ZEIAZ,,POINT
LOCALITA' ZORZA,PULFERO,PULFERO LOCALITA' ZORZA,,POINT
PIAZZALE AL VESCOVO,PULFERO,PULFERO PIAZZALE AL VESCOVO,,POINT
VIA BRISCHIS,PULFERO,PULFERO VIA BRISCHIS,,POINT
VIA CALLA,PULFERO,PULFERO VIA CALLA,,POINT
VIA CAPOLUOGO,PULFERO,PULFERO VIA CAPOLUOGO,,POINT
VIA CIGOLIS,PULFERO,PULFERO VIA CIGOLIS,,POINT
VIA DELLA CHIESA,PULFERO,PULFERO VIA DELLA CHIESA,,POINT
VIA DOMENIS,PULFERO,PULFERO VIA DOMENIS,,POINT
VIA FLORMI,PULFERO,PULFERO VIA FLORMI,,POINT
VIA LASIZ,PULFERO,PULFERO VIA LASIZ,,POINT
VIA LOCH,PULFERO,PULFERO VIA LOCH,,POINT
VIA MARSEU,PULFERO,PULFERO VIA MARSEU,,POINT
VIA MARSEU FRAZIONE MERSINO BASSO,PULFERO,PULFERO VIA MARSEU FRAZIONE MERSINO BASSO,,POINT
VIA MEDVES,PULFERO,PULFERO VIA MEDVES,,POINT
VIA MOLINO,PULFERO,PULFERO VIA MOLINO,,POINT
VIA MONTEFOSCA,PULFERO,PULFERO VIA MONTEFOSCA,,POINT
VIA NAZIONALE,PULFERO,PULFERO VIA NAZIONALE,,POINT
VIA PEROVIZZA,PULFERO,PULFERO VIA PEROVIZZA,,POINT
VIA ROMA,PULFERO,PULFERO VIA ROMA,,POINT
VIA ROMA - FRAZIONE PULFERO,PULFERO,PULFERO VIA ROMA - FRAZIONE PULFERO,,POINT
VIA SPIGNON,PULFERO,PULFERO VIA SPIGNON,,POINT
VIA TARCETTA,PULFERO,PULFERO VIA TARCETTA,,POINT
VIA ZAPATOCCO,PULFERO,PULFERO VIA ZAPATOCCO,,POINT
ZONA ARTIGIANALE,PULFERO,PULFERO ZONA ARTIGIANALE,,POINT
LOCALITA' FEARUL,SAN GIORGIO DI NOGARO,SAN GIORGIO DI NOGARO LOCALITA' FEARUL,,POINT
LOCALITA' GALLI,SAN GIORGIO DI NOGARO,SAN GIORGIO DI NOGARO LOCALITA' GALLI,,POINT
LOCALITA' PANTANALI,SAN GIORGIO DI NOGARO,SAN GIORGIO DI NOGARO LOCALITA' PANTANALI,,POINT
LOCALITA' PLANAIS,SAN GIORGIO DI NOGARO,SAN GIORGIO DI NOGARO LOCALITA' PLANAIS,,POINT
PIAZZA D' AGOSTINI,SAN GIORGIO DI NOGARO,SAN GIORGIO DI NOGARO PIAZZA D' AGOSTINI,,POINT
PIAZZA DEL GRANO,SAN GIORGIO DI NOGARO,SAN GIORGIO DI NOGARO PIAZZA DEL GRANO,,POINT
PIAZZA DELLA CHIESA,SAN GIORGIO DI NOGARO,SAN GIORGIO DI NOGARO PIAZZA DELLA CHIESA,,POINT
PIAZZA DUOMO,SAN GIORGIO DI NOGARO,SAN GIORGIO DI NOGARO PIAZZA DUOMO,,POINT
PIAZZA MUNICIPIO,SAN GIORGIO DI NOGARO,SAN GIORGIO DI NOGARO PIAZZA MUNICIPIO,,POINT
PIAZZA PLEBISCITO,SAN GIORGIO DI NOGARO,SAN GIORGIO DI NOGARO PIAZZA PLEBISCITO,,POINT
PIAZZA XX SETTEMBRE,SAN GIORGIO DI NOGARO,SAN GIORGIO DI NOGARO PIAZZA XX SETTEMBRE,,POINT
PIAZZA 02-mag-45,SAN GIORGIO DI NOGARO,SAN GIORGIO DI NOGARO PIAZZA 02-mag-45,,POINT
PIAZZETTA XXV APRILE,SAN GIORGIO DI NOGARO,SAN GIORGIO DI NOGARO PIAZZETTA XXV APRILE,,POINT
P.ZZA DELLA CHIESA,SAN GIORGIO DI NOGARO,SAN GIORGIO DI NOGARO P.ZZA DELLA CHIESA,,POINT
VIA A. FILIPUTTI DETTO ANGIOLINO,SAN GIORGIO DI NOGARO,SAN GIORGIO DI NOGARO VIA A. FILIPUTTI DETTO ANGIOLINO,,POINT
VIA ADRIA,SAN GIORGIO DI NOGARO,SAN GIORGIO DI NOGARO VIA ADRIA,,POINT
VIA ALESSANDRO VOLTA,SAN GIORGIO DI NOGARO,SAN GIORGIO DI NOGARO VIA ALESSANDRO VOLTA,,POINT
VIA ALTA,SAN GIORGIO DI NOGARO,SAN GIORGIO DI NOGARO VIA ALTA,,POINT
VIA AMMIRAGLIO CIRO CANCIANI,SAN GIORGIO DI NOGARO,SAN GIORGIO DI NOGARO VIA AMMIRAGLIO CIRO CANCIANI,,POINT
VIA ANDREA PALLADIO,SAN GIORGIO DI NOGARO,SAN GIORGIO DI NOGARO VIA ANDREA PALLADIO,,POINT
VIA ANNA FABBRI,SAN GIORGIO DI NOGARO,SAN GIORGIO DI NOGARO VIA ANNA FABBRI,,POINT
