alias_address,alias_city,data_prelievo,geocode,geometry,georeferencingString,type
Hexenschenke / Hexenschenke,RASUN ANTERSELVA/RASEN ANTHOLZ,19/09/2018,"Hexenschenke, Staller-Sattel-Straße - Via Passo Stalle, Rasen-Antholz - Rasun-Anterselva, Pustertal - Val Pusteria, Bolzano - Bozen, Trentino-Alto Adige/Südtirol, 39030, Italia","{'type': 'Point', 'coordinates': [12.1991311324124, 46.88745605]}",RASUN ANTERSELVA Hexenschenke,POINT
Privato/Privat,RASUN ANTERSELVA/RASEN ANTHOLZ,17/10/2018,"Rasen-Antholz - Rasun-Anterselva, Pustertal - Val Pusteria, Bolzano - Bozen, Trentino-Alto Adige/Südtirol, Italia","{'type': 'Point', 'coordinates': [12.111611301365008, 46.83901515]}",RASUN ANTERSELVA,POINT
Gasthaus Seeberger / Gasthaus Seeberger,RENON/RITTEN,11/07/2018,"Seeberger, Castel Novale - Sill, San Pietro - St. Peter, Bolzano - Bozen, Salten-Schlern - Salto-Sciliar, Bolzano - Bozen, Trentino-Alto Adige/Südtirol, 39100, Italia","{'type': 'Point', 'coordinates': [11.3621034, 46.5196548]}",RENON Gasthaus Seeberger,POINT
Gasthof Maria Saal,RENON/RITTEN,24/09/2018,"Maria Saal, Mittelberger Straße - Via Monte di Mezzo, Kerschbaumer, Ritten - Renon, Salten-Schlern - Salto-Sciliar, Bolzano - Bozen, Trentino-Alto Adige/Südtirol, 39054, Italia","{'type': 'Point', 'coordinates': [11.4736341, 46.5569131]}",RENON  Maria Saal,POINT
Privato/Privat,RENON/RITTEN,24/09/2018,"Ritten - Renon, Salten-Schlern - Salto-Sciliar, Bolzano - Bozen, Trentino-Alto Adige/Südtirol, Italia","{'type': 'Point', 'coordinates': [11.441434954745159, 46.5629355]}",RENON,POINT
Siffiano - Gh. Rielinger / Siffian - Gasthof Rielinger,RENON/RITTEN,13/06/2018,"Rielinger, Siffianer Leitach - Coste di Siffiano, Ritten - Renon, Salten-Schlern - Salto-Sciliar, Bolzano - Bozen, Trentino-Alto Adige/Südtirol, 39054, Italia","{'type': 'Point', 'coordinates': [11.473138432953565, 46.5239228]}",RENON Siffiano - Gh. Rielinger,POINT
funivia Soprabolzano / Seilbahn Oberbozen,RENON/RITTEN,01/08/2018,"Bergstation Rittner Seilbahn, Dorf - Paese, Gadner, Ritten - Renon, Salten-Schlern - Salto-Sciliar, Bolzano - Bozen, Trentino-Alto Adige/Südtirol, 39054, Italia","{'type': 'Point', 'coordinates': [11.40507817070323, 46.5278628]}",RENON funivia Soprabolzano,POINT
Fontana pubblica a Spinga / Öffentlicher Brunnen in Spinges,RIO DI PUSTERIA/MÜHLBACH,20/11/2018,"Spinges, Spinges - Spinga, Eisacktal - Valle Isarco, Bolzano - Bozen, Trentino-Alto Adige/Südtirol, 39037, Italia","{'type': 'Point', 'coordinates': [11.6518108, 46.7885388]}",RIO DI PUSTERIA  a Spinga,POINT
Fontana pubblica a Valles / Öffentlicher Brunnen in Vals,RIO DI PUSTERIA/MÜHLBACH,07/02/2018,"Vals, Vals - Valles, Eisacktal - Valle Isarco, Bolzano - Bozen, Trentino-Alto Adige/Südtirol, Italia","{'type': 'Point', 'coordinates': [11.627124, 46.842407]}",RIO DI PUSTERIA  a Valles,POINT
Privato/Privat,RIO DI PUSTERIA/MÜHLBACH,06/12/2018,"Mühlbach - Rio di Pusteria, Eisacktal - Valle Isarco, Bolzano - Bozen, Trentino-Alto Adige/Südtirol, 39037, Italia","{'type': 'Point', 'coordinates': [11.6680732, 46.7978351]}",RIO DI PUSTERIA,POINT
Fontana pubblica S. Benedetto / Öff. Brunnen Nauders,RODENGO/RODENECK,07/02/2018,"Nauders - San Benedetto, Eisacktal - Valle Isarco, Bolzano - Bozen, Trentino-Alto Adige/Südtirol, 39037, Italia","{'type': 'Point', 'coordinates': [11.6909654, 46.7878128]}",RODENGO  S. Benedetto,POINT
Fontana pubblica davanti al comune / Öffentlicher Brunnen am Gemeindeamt,RODENGO/RODENECK,07/02/2018,,,RODENGO ALTO ADIGE,POINT
Privato/Privat,SAN CANDIDO/INNICHEN,09/10/2018,"Innichen - San Candido, Pustertal - Val Pusteria, Bolzano - Bozen, Trentino-Alto Adige/Südtirol, Italia","{'type': 'Point', 'coordinates': [12.2791673, 46.7328719]}",SAN CANDIDO,POINT
Privato/Privat,SAN LEONARDO IN PASSIRIA/ST.LEONHARD in PASSEIER,06/04/2018,"St. Leonhard in Passeier - San Leonardo in Passiria, Burggrafenamt - Burgraviato, Bolzano - Bozen, Trentino-Alto Adige/Südtirol, 39015, Italia","{'type': 'Point', 'coordinates': [11.2471364, 46.8118934]}",SAN LEONARDO IN PASSIRIA,POINT
ARA / ARA,SAN LORENZO DI SEBATO/St. Lorenzen,18/09/2018,"ARA Tobl, LS/SP178, Köfler, St. Lorenzen, St. Lorenzen - San Lorenzo di Sebato, Pustertal - Val Pusteria, Bolzano - Bozen, Trentino-Alto Adige/Südtirol, 39030, Italia","{'type': 'Point', 'coordinates': [11.871379518617022, 46.7846173]}",SAN LORENZO DI SEBATO ARA,POINT
Privato/Privat,SAN LORENZO DI SEBATO/St. Lorenzen,18/09/2018,"St. Lorenzen - San Lorenzo di Sebato, Pustertal - Val Pusteria, Bolzano - Bozen, Trentino-Alto Adige/Südtirol, 39030, Italia","{'type': 'Point', 'coordinates': [11.9030709, 46.7834543]}",SAN LORENZO DI SEBATO,POINT
Saalerwirt/Saalerwirt,SAN LORENZO DI SEBATO/St. Lorenzen,16/05/2018,"vom Saalerwirt, Maria Saalen - Sares, St. Lorenzen, St. Lorenzen - San Lorenzo di Sebato, Pustertal - Val Pusteria, Bolzano - Bozen, Trentino-Alto Adige/Südtirol, 39030, Italia","{'type': 'Point', 'coordinates': [11.8667456, 46.7657433]}",SAN LORENZO DI SEBATO Saalerwirt,POINT
Fontana / Brunnen,SAN MARTINO IN BADIA/ST. MARTIN IN THURN,05/08/2018,"Strada S. Antone, San Martin de Tor - San Martino in Badia - St. Martin in Thurn, Pustertal - Val Pusteria, Bolzano - Bozen, Trentino-Alto Adige/Südtirol, 39030, Italia","{'type': 'Point', 'coordinates': [11.8507445, 46.6905237]}",SAN MARTINO IN BADIA Fontana,POINT
Hotel Pütia / Hotel Pütia,SAN MARTINO IN BADIA/ST. MARTIN IN THURN,18/09/2018,"Hotel Pütia, Strada S. Antone, San Martin de Tor - San Martino in Badia - St. Martin in Thurn, Pustertal - Val Pusteria, Bolzano - Bozen, Trentino-Alto Adige/Südtirol, 39030, Italia","{'type': 'Point', 'coordinates': [11.851915637425925, 46.690830399999996]}",SAN MARTINO IN BADIA Hotel Pütia,POINT
Fontana pubblica  Kirchplatz / Öffentlicher Brunnen Kirchplatz,SANTA CRISTINA VALGARDENA/ST. CHRISTINA IN GRÖDEN,03/07/2018,"Santa Cristina Gherdëina - St. Christina in Gröden - Santa Cristina Valgardena, Salten-Schlern - Salto-Sciliar, Bolzano - Bozen, Trentino-Alto Adige/Südtirol, 39047, Italia","{'type': 'Point', 'coordinates': [11.715882326008519, 46.561210200000005]}",SANTA CRISTINA VALGARDENA,POINT
Pension Hofer / Pension Hofer,SARENTINO/SARNTAL,01/11/2018,"Pension Hofer-Hof, LS/SP135, Untergöller, Ritten - Renon, Salten-Schlern - Salto-Sciliar, Bolzano - Bozen, Trentino-Alto Adige/Südtirol, 39054, Italia","{'type': 'Point', 'coordinates': [11.383471775474655, 46.58017205]}",SARENTINO Pension Hofer,POINT
Privato/Privat,SARENTINO/SARNTAL,05/03/2018,"Sarntal - Sarentino, Salten-Schlern - Salto-Sciliar, Bolzano - Bozen, Trentino-Alto Adige/Südtirol, Italia","{'type': 'Point', 'coordinates': [11.387379376463915, 46.695258550000005]}",SARENTINO,POINT
Scuola elementare Astfeld / Grundschule Astfeld,SARENTINO/SARNTAL,01/11/2018,"Grundschule Astfeld - Scuola elementare, 27, SS508, Zinkhöfe, Sarntal - Sarentino, Salten-Schlern - Salto-Sciliar, Bolzano - Bozen, Trentino-Alto Adige/Südtirol, 39058, Italia","{'type': 'Point', 'coordinates': [11.365711676969479, 46.665749149999996]}",SARENTINO Scuola elementare Astfeld,POINT
Gasthaus Prennanger/Gasthaus Prennanger,SCENA/SCHENNA,06/12/2018,"Gasthof Prennanger, 40A, Thaler, Schenna - Scena, Burggrafenamt - Burgraviato, Bolzano - Bozen, Trentino-Alto Adige/Südtirol, 39017, Italia","{'type': 'Point', 'coordinates': [11.2275193, 46.7338661]}",SCENA Gasthaus Prennanger,POINT
Privato/Privat,SCENA/SCHENNA,06/12/2018,"Schenna - Scena, Burggrafenamt - Burgraviato, Bolzano - Bozen, Trentino-Alto Adige/Südtirol, 39017, Italia","{'type': 'Point', 'coordinates': [11.1881118, 46.6902127]}",SCENA,POINT
f.p. a Verdins / Öffentlicher Brunnen in Verdins,SCENA/SCHENNA,07/11/2018,"Verdins - Verdines, Burggrafenamt - Burgraviato, Bolzano - Bozen, Trentino-Alto Adige/Südtirol, 39017, Italia","{'type': 'Point', 'coordinates': [11.2053557, 46.7126579]}",SCENA f.p. a Verdins,POINT
Municipio / Rathaus,SELVA DEI MOLINI/MÜHLWALD,14/03/2018,"LS/SP42, Hauptort, Mühlwald - Selva dei Molini, Pustertal - Val Pusteria, Bolzano - Bozen, Trentino-Alto Adige/Südtirol, 39030, Italia","{'type': 'Point', 'coordinates': [11.8604904, 46.8912813]}",SELVA DEI MOLINI Municipio,POINT
Privato/Privat,SELVA DEI MOLINI/MÜHLWALD,18/12/2018,"Mühlwald - Selva dei Molini, Pustertal - Val Pusteria, Bolzano - Bozen, Trentino-Alto Adige/Südtirol, Italia","{'type': 'Point', 'coordinates': [11.8601872, 46.8909316]}",SELVA DEI MOLINI,POINT
Privato/Privat,SELVA DI VAL GARDENA/WOLKENSTEIN IN GRÖDEN,07/09/2018,"Sëlva - Wolkenstein - Selva di Val Gardena, Salten-Schlern - Salto-Sciliar, Bolzano - Bozen, Trentino-Alto Adige/Südtirol, 39048, Italia","{'type': 'Point', 'coordinates': [11.766349464929867, 46.55258755]}",SELVA DI VAL GARDENA,POINT
Val  Pudra / Val  Pudra,SELVA DI VAL GARDENA/WOLKENSTEIN IN GRÖDEN,07/09/2018,"Pudra, SS242, Plan de Gralba, Sëlva - Wolkenstein - Selva di Val Gardena, Salten-Schlern - Salto-Sciliar, Bolzano - Bozen, Trentino-Alto Adige/Südtirol, 39048, Italia","{'type': 'Point', 'coordinates': [11.7789096, 46.5261124]}",SELVA DI VAL GARDENA Val  Pudra,POINT
municipio / Rathaus,SELVA DI VAL GARDENA/WOLKENSTEIN IN GRÖDEN,20/11/2018,"Cësa de Chemun, Streda Nives, Nives, Plazola, Sëlva - Wolkenstein - Selva di Val Gardena, Salten-Schlern - Salto-Sciliar, Bolzano - Bozen, Trentino-Alto Adige/Südtirol, 39048, Italia","{'type': 'Point', 'coordinates': [11.758352032692308, 46.55612]}",SELVA DI VAL GARDENA municipio,POINT
"Albergo ""Rose"" / Gasthaus Rose",SENALE - SAN FELICE/UNSERE LIEBE FRAU IM WALDE - ST. FELIX,20/08/2018,"Greti, Strada Statale 238 del Passo Palade, Gewerbegebiet Föhrenhain - Zona Produttiva Föhrenhain, Borgo d'Anaunia, Comunità della Val di Non, Bolzano - Bozen, Trentino-Alto Adige/Südtirol, 39010, Italia","{'type': 'Point', 'coordinates': [11.139018654911823, 46.4852008]}","SENALE - SAN FELICE Albergo ""Rose""",POINT
Fontana pubblica centro / Öffentlicher Brunnen Zentrum,SENALE - SAN FELICE/UNSERE LIEBE FRAU IM WALDE - ST. FELIX,08/08/2018,"Unsere Liebe Frau im Walde-St. Felix - Senale-San Felice, Burggrafenamt - Burgraviato, Bolzano - Bozen, Trentino-Alto Adige/Südtirol, Italia","{'type': 'Point', 'coordinates': [11.137327384303909, 46.5095314]}",SENALE - SAN FELICE  centro,POINT
Malga Felixer / Felixer Alm,SENALE - SAN FELICE/UNSERE LIEBE FRAU IM WALDE - ST. FELIX,24/07/2018,"Felixer Weiher - Malga di San Felice - 49, Jaggele, Unsere Liebe Frau im Walde-St. Felix - Senale-San Felice, Burggrafenamt - Burgraviato, Bolzano - Bozen, Trentino-Alto Adige/Südtirol, 39010, Italia","{'type': 'Point', 'coordinates': [11.1581436, 46.5003983]}",SENALE - SAN FELICE Malga Felixer,POINT
"f.p. Certosa / Öffentlicher Brunnen, Karthaus",SENALES/SCHNALS,06/06/2018,"Karthaus - Certosa di Senales, Vinschgau - Val Venosta, Bolzano - Bozen, Trentino-Alto Adige/Südtirol, Italia","{'type': 'Point', 'coordinates': [10.9106175, 46.7045345]}",SENALES f.p. Certosa,POINT
Fontana municipio / Brunnen Rathaus,SESTO/SEXTEN,05/08/2018,,,SESTO ALTO ADIGE,POINT
Privato/Privat,SESTO/SEXTEN,22/10/2018,"Sexten - Sesto, Pustertal - Val Pusteria, Bolzano - Bozen, Trentino-Alto Adige/Südtirol, 39090, Italia","{'type': 'Point', 'coordinates': [12.349573, 46.7027185]}",SESTO,POINT
Covelano scuola elementare - WC / Volksschule Göflan - WC,SILANDRO/SCHLANDERS,12/11/2018,"Andreas-Hofer-Straße - Via Andreas Hofer, Melanzhof, Schlanders - Silandro, Vinschgau - Val Venosta, Bolzano - Bozen, Trentino-Alto Adige/Südtirol, 39028, Italia","{'type': 'Point', 'coordinates': [10.7740712, 46.626172]}",SILANDRO Covelano scuola elementare - WC,POINT
f.p. - Covelano / ö.B. Göflan,SILANDRO/SCHLANDERS,06/11/2018,"Göflan - Covelano, Vinschgau - Val Venosta, Bolzano - Bozen, Trentino-Alto Adige/Südtirol, 39028, Italia","{'type': 'Point', 'coordinates': [10.7656988, 46.6211366]}",SILANDRO f.p. - Covelano,POINT
"f.p. parco ""Plawenn"" / Öffentlicher Brunnen Plawennpark",SILANDRO/SCHLANDERS,06/11/2018,"Plawennpark - Parco Plawenn, Melanzhof, Schlanders - Silandro, Vinschgau - Val Venosta, Bolzano - Bozen, Trentino-Alto Adige/Südtirol, 39028, Italia","{'type': 'Point', 'coordinates': [10.773792935776058, 46.628029049999995]}","SILANDRO f.p. parco ""Plawenn""",POINT
f.p. piazza del magistrato / Öffentlicher Brunnen Rathausplatz,SLUDERNO/SCHLUDERNS,12/11/2018,"Rathausplatz - Piazza del Magistrato, Rafill, Schluderns - Sluderno, Vinschgau - Val Venosta, Bolzano - Bozen, Trentino-Alto Adige/Südtirol, 39020, Italia","{'type': 'Point', 'coordinates': [10.5852754, 46.6640386]}",SLUDERNO f.p. piazza del magistrato,POINT
Hotel passo stelvio / Hotel Stilfserjoch,STELVIO/STILFS,17/10/2018,"Passo dello Stelvio, Außertrafoi - Trafoi di Fuori, Stilfs - Stelvio, Vinschgau - Val Venosta, Bolzano - Bozen, Trentino-Alto Adige/Südtirol, 39029, Italia","{'type': 'Point', 'coordinates': [10.5186801, 46.5630581]}",STELVIO Hotel passo stelvio,POINT
Hotel passo stelvio / Hotel Stilfserjoch (Entnahme am Zapfhahn nach AB),STELVIO/STILFS,20/06/2018,"Passo dello Stelvio, Außertrafoi - Trafoi di Fuori, Stilfs - Stelvio, Vinschgau - Val Venosta, Bolzano - Bozen, Trentino-Alto Adige/Südtirol, 39029, Italia","{'type': 'Point', 'coordinates': [10.5186801, 46.5630581]}",STELVIO Hotel passo stelvio,POINT
Privato/Privat,TERENTO/TERENTEN,07/12/2018,"Terenten - Terento, Pustertal - Val Pusteria, Bolzano - Bozen, Trentino-Alto Adige/Südtirol, Italia","{'type': 'Point', 'coordinates': [11.7760163, 46.8288003]}",TERENTO,POINT
Scuola elementare Vilpiano  /  Grundschule Vilpian,TERLANO/TERLAN,03/06/2018,"Grundschule Vilpian - Scuola elementare Vilpiano, Brauereistraße - via Birreria, Unterplanatsch, Terlan - Terlano, Überetsch-Unterland - Oltradige-Bassa Atesina, Bolzano - Bozen, Trentino-Alto Adige/Südtirol, 39018, Italia","{'type': 'Point', 'coordinates': [11.2247534, 46.5587559]}",TERLANO Scuola elementare Vilpiano,POINT
"Albergo ""Hochmuth"" / Gasthof Hochmuth",TIROLO/TIROL,07/09/2018,"Gasthof Hochmuth, 8, Muthöfeweg - Via Masi alla Muta, Muthöfe - Masi della Muta, Tirol - Tirolo, Burggrafenamt - Burgraviato, Bolzano - Bozen, Trentino-Alto Adige/Südtirol, 39019, Italia","{'type': 'Point', 'coordinates': [11.1314496, 46.7020087]}","TIROLO Albergo ""Hochmuth""",POINT
Comune / Rathaus,TRODENA/TRUDEN,19/11/2018,"Truden im Naturpark - Trodena nel Parco Naturale, Überetsch-Unterland - Oltradige-Bassa Atesina, Bolzano - Bozen, Trentino-Alto Adige/Südtirol, Italia","{'type': 'Point', 'coordinates': [11.3498119, 46.3221428]}",TRODENA,POINT
Fontana pubblica via segheria / Öffentlicher Brunnen Sägeweg,TRODENA/TRUDEN,07/12/2018,"Sägeweg - Via Segheria, Mühlen - Molini, Truden im Naturpark - Trodena nel Parco Naturale, Überetsch-Unterland - Oltradige-Bassa Atesina, Bolzano - Bozen, Trentino-Alto Adige/Südtirol, 39040, Italia","{'type': 'Point', 'coordinates': [11.3532246, 46.3199923]}",TRODENA  via segheria,POINT
"f.p. ""Mühlweg"" / Öffentlicher Brunnen, Mühlweg",TUBRE/TAUFERS IM MÜNSTERTAL,18/06/2018,"Mühlweg - Via dei Mulini, Baustadlhof, Taufers im Münstertal - Tubre, Vinschgau - Val Venosta, Bolzano - Bozen, Trentino-Alto Adige/Südtirol, 39020, Italia","{'type': 'Point', 'coordinates': [10.4605882, 46.6446433]}","TUBRE f.p. ""Mühlweg""",POINT
"f.p. Rifair / Öffentlicher Brunnen, Riffair",TUBRE/TAUFERS IM MÜNSTERTAL,05/03/2018,"Rifair - Rivaira, Taufers im Münstertal - Tubre, Vinschgau - Val Venosta, Bolzano - Bozen, Trentino-Alto Adige/Südtirol, Italia","{'type': 'Point', 'coordinates': [10.4794413, 46.6484704]}",TUBRE f.p. Rifair,POINT
f.p. S. Nicolò / Öffentlicher Brunnen St. Nikolaus,ULTIMO/ULTEN,10/09/2018,"St. Nikolaus - San Nicolò, Burggrafenamt - Burgraviato, Bolzano - Bozen, Trentino-Alto Adige/Südtirol, 39016, Italia","{'type': 'Point', 'coordinates': [10.9238343, 46.5114924]}",ULTIMO f.p. S. Nicolò,POINT
Comune di Vadena / Rathaus Pfatten,VADENA/PFATTEN,09/04/2018,"Vadena - Pfatten, Überetsch-Unterland - Oltradige-Bassa Atesina, Bolzano - Bozen, Trentino-Alto Adige/Südtirol, Italia","{'type': 'Point', 'coordinates': [11.3050772, 46.4139949]}",VADENA  di Vadena,POINT
Privato/Privat,VADENA/PFATTEN,16/10/2018,"Vadena - Pfatten, Überetsch-Unterland - Oltradige-Bassa Atesina, Bolzano - Bozen, Trentino-Alto Adige/Südtirol, Italia","{'type': 'Point', 'coordinates': [11.3050772, 46.4139949]}",VADENA,POINT
Fontana pubblica Caminata / Öffentlicher Brunnen Kematen,VAL DI VIZZE/PFITSCH,09/05/2018,"Kematen - Caminata, Wipptal - Alta Vall'Isarco, Bolzano - Bozen, Trentino-Alto Adige/Südtirol, Italia","{'type': 'Point', 'coordinates': [11.5441239, 46.9590358]}",VAL DI VIZZE  Caminata,POINT
Fontana pubblica Prati / Dorfbrunnen Wiesen,VAL DI VIZZE/PFITSCH,05/09/2018,"Wiesen - Prati, Wipptal - Alta Vall'Isarco, Bolzano - Bozen, Trentino-Alto Adige/Südtirol, 39049, Italia","{'type': 'Point', 'coordinates': [11.4645096, 46.9017179]}",VAL DI VIZZE  Prati,POINT
Fontana pubblica Prati / Dorfbrunnen Wiesen - Wiesen Tulfes Gemeindeamt,VAL DI VIZZE/PFITSCH,06/12/2018,"Wiesen - Prati, Wipptal - Alta Vall'Isarco, Bolzano - Bozen, Trentino-Alto Adige/Südtirol, 39049, Italia","{'type': 'Point', 'coordinates': [11.4645096, 46.9017179]}",VAL DI VIZZE  Prati,POINT
Fontana pubblica S. Giacomo / Öff. Brunnen St. Jakob,VAL DI VIZZE/PFITSCH,09/05/2018,"Val di VIzze, LS/SP508, Knappen, Pfitsch - Val di Vizze, Wipptal - Alta Vall'Isarco, Bolzano - Bozen, Trentino-Alto Adige/Südtirol, 39049, Italia","{'type': 'Point', 'coordinates': [11.5419745, 46.9523861]}",VAL DI VIZZE  S. Giacomo,POINT
Fontana  / Brunnen,VALDAORA/OLANG,17/07/2018,"Schwefelquelle Bad Bergfall, Furkelstraße - Via Furcia, Marcher, Olang - Valdaora, Pustertal - Val Pusteria, Bolzano - Bozen, Trentino-Alto Adige/Südtirol, 39030, Italia","{'type': 'Point', 'coordinates': [11.9989459, 46.7257154]}",VALDAORA Fontana,POINT
Prackenhütte / Prackenhütte,VALDAORA/OLANG,12/10/2018,"Prackenhütte - Rifugio Pracken, Prackenweg - Via Pracken, Marcher, Olang - Valdaora, Pustertal - Val Pusteria, Bolzano - Bozen, Trentino-Alto Adige/Südtirol, 39030, Italia","{'type': 'Point', 'coordinates': [11.982880191482298, 46.752537849999996]}",VALDAORA Prackenhütte,POINT
Bar Agip / Bar Agip,VALLE AURINA/AHRNTAL,07/11/2018,"Agip Eni, Ahrner Straße - Via Aurina, Oberstein, Ahrntal - Valle Aurina, Pustertal - Val Pusteria, Bolzano - Bozen, Trentino-Alto Adige/Südtirol, 39032, Italia","{'type': 'Point', 'coordinates': [11.9227166, 46.9469517]}",VALLE AURINA Bar Agip,POINT
Privato/Privat,VALLE AURINA/AHRNTAL,31/05/2018,"Ahrntal - Valle Aurina, Pustertal - Val Pusteria, Bolzano - Bozen, Trentino-Alto Adige/Südtirol, Italia","{'type': 'Point', 'coordinates': [11.942898047667324, 46.9883563]}",VALLE AURINA,POINT
Binta / Binta,VALLE DI CASIES/GSIES,20/11/2018,"Binta, Via Casies - Gsieser Straße, Außerpichl, Gsies - Valle di Casies, Pustertal - Val Pusteria, Bolzano - Bozen, Trentino-Alto Adige/Südtirol, 39030, Italia","{'type': 'Point', 'coordinates': [12.1751674, 46.7699429]}",VALLE DI CASIES Binta,POINT
Hotel Quelle / Hotel Quelle,VALLE DI CASIES/GSIES,20/11/2018,"Gsies - Valle di Casies, Pustertal - Val Pusteria, Bolzano - Bozen, Trentino-Alto Adige/Südtirol, Italia","{'type': 'Point', 'coordinates': [12.2012813, 46.7867135]}",VALLE DI CASIES Hotel Quelle,POINT
Hotel Stoll / Hotel Stoll,VALLE DI CASIES/GSIES,12/10/2018,"Hotel Stoll, Puregg, Kohler Höfe, Gsies - Valle di Casies, Pustertal - Val Pusteria, Bolzano - Bozen, Trentino-Alto Adige/Südtirol, 39030, Italia","{'type': 'Point', 'coordinates': [12.1931824, 46.7717485]}",VALLE DI CASIES Hotel Stoll,POINT
Municipio / Rathaus,VALLE DI CASIES/GSIES,20/11/2018,"Lahn, Steger Höfe, Gsies - Valle di Casies, Pustertal - Val Pusteria, Bolzano - Bozen, Trentino-Alto Adige/Südtirol, 39030, Italia","{'type': 'Point', 'coordinates': [12.2272212, 46.8084872]}",VALLE DI CASIES Municipio,POINT
Privato/Privat,VALLE DI CASIES/GSIES,12/10/2018,"Gsies - Valle di Casies, Pustertal - Val Pusteria, Bolzano - Bozen, Trentino-Alto Adige/Südtirol, Italia","{'type': 'Point', 'coordinates': [12.2012813, 46.7867135]}",VALLE DI CASIES,POINT
Privato/Privat,VANDOIES/VINTL,10/09/2018,"Vintl - Vandoies, Pustertal - Val Pusteria, Bolzano - Bozen, Trentino-Alto Adige/Südtirol, Italia","{'type': 'Point', 'coordinates': [11.720903662110466, 46.87603555]}",VANDOIES,POINT
Scuola elementare Vandoies / Grundschule Vintl,VANDOIES/VINTL,13/11/2018,"Grundschule Obervintl - Scuola elementare di lingua tedesca Vandoies di Sopra, Pustertaler Straße - Via Val Pusteria, Dörfl - Villetta, Obervintl, Vintl - Vandoies, Pustertal - Val Pusteria, Bolzano - Bozen, Trentino-Alto Adige/Südtirol, 39030, Italia","{'type': 'Point', 'coordinates': [11.755612105024326, 46.81308335]}",VANDOIES Scuola elementare Vandoies,POINT
Scuola elementare Vandoies / Grundschule Vintl - WH WC,VANDOIES/VINTL,14/03/2018,"Grundschule Obervintl - Scuola elementare di lingua tedesca Vandoies di Sopra, Pustertaler Straße - Via Val Pusteria, Dörfl - Villetta, Obervintl, Vintl - Vandoies, Pustertal - Val Pusteria, Bolzano - Bozen, Trentino-Alto Adige/Südtirol, 39030, Italia","{'type': 'Point', 'coordinates': [11.755612105024326, 46.81308335]}",VANDOIES Scuola elementare Vandoies,POINT
Scuola elementare Vandoies / Grundschule Vintl; WH WC,VANDOIES/VINTL,26/04/2018,"Grundschule Obervintl - Scuola elementare di lingua tedesca Vandoies di Sopra, Pustertaler Straße - Via Val Pusteria, Dörfl - Villetta, Obervintl, Vintl - Vandoies, Pustertal - Val Pusteria, Bolzano - Bozen, Trentino-Alto Adige/Südtirol, 39030, Italia","{'type': 'Point', 'coordinates': [11.755612105024326, 46.81308335]}",VANDOIES Scuola elementare Vandoies,POINT
Privato/Privat,VARNA/VAHRN,16/04/2018,,,VARNA ALTO ADIGE,POINT
Fontana pubblica Castello / Öffentlicher Brunnen am Schloss,VELTURNO/FELDTHURNS,04/12/2018,"Schloss Velthurns, Dorfstraße - Via Paese, Frauner, Feldthurns - Velturno, Eisacktal - Valle Isarco, Bolzano - Bozen, Trentino-Alto Adige/Südtirol, 39040, Italia","{'type': 'Point', 'coordinates': [11.600409710487801, 46.669887700000004]}",VELTURNO  Castello,POINT
Privato/Privat,VELTURNO/FELDTHURNS,06/07/2018,"Feldthurns - Velturno, Eisacktal - Valle Isarco, Bolzano - Bozen, Trentino-Alto Adige/Südtirol, Italia","{'type': 'Point', 'coordinates': [11.6002278, 46.6688768]}",VELTURNO,POINT
f.p. centro / Öffentlicher Brunnen Zentrum,VERANO/VÖRAN,17/10/2018,,,VERANO ALTO ADIGE,POINT
Fontana / Brunnen,VILLABASSA/NIEDERDORF,09/10/2018,"Hans-Wassermann-Straße - Via Hans Wassermann, Brandhäusl, Niederdorf - Villabassa, Pustertal - Val Pusteria, Bolzano - Bozen, Trentino-Alto Adige/Südtirol, 39039, Italia","{'type': 'Point', 'coordinates': [12.167656, 46.7381366]}",VILLABASSA Fontana,POINT
Privato/Privat,VILLANDRO/VILLANDERS,07/10/2018,"Villanders - Villandro, Eisacktal - Valle Isarco, Bolzano - Bozen, Trentino-Alto Adige/Südtirol, Italia","{'type': 'Point', 'coordinates': [11.5399288, 46.6316884]}",VILLANDRO,POINT
"Caserma Menini de Caroli / Caserma Menini de Caroli, WH Damen, Infermerie",VIPITENO/STERZING,17/09/2018,"Menini-de-Caroli-Kaserne - Caserma Menini de Caroli, Marconistraße - Via Marconi, Villa, Sterzing - Vipiteno, Wipptal - Alta Vall'Isarco, Bolzano - Bozen, Trentino-Alto Adige/Südtirol, 39049, Italia","{'type': 'Point', 'coordinates': [11.428402335713605, 46.89529415]}",VIPITENO Caserma Menini de Caroli,POINT
Fontana pubblica Tunes / Öffentlicher Brunnen Thuins,VIPITENO/STERZING,09/03/2018,"Thuins - Tunes, Wipptal - Alta Vall'Isarco, Bolzano - Bozen, Trentino-Alto Adige/Südtirol, 39049, Italia","{'type': 'Point', 'coordinates': [11.4162355, 46.8906251]}",VIPITENO  Tunes,POINT
"Fontana pubblica,Città Nuova / Öffentlicher Brunnen, Neustadt",VIPITENO/STERZING,12/11/2018,"Neustadt - Città Nuova, Sterzing - Vipiteno, Wipptal - Alta Vall'Isarco, Bolzano - Bozen, Trentino-Alto Adige/Südtirol, 39049, Italia","{'type': 'Point', 'coordinates': [11.4318083, 46.8973069]}","VIPITENO ,Città Nuova",POINT
