alias_address,alias_city,georeferencingString,geocode,geometry
VIA E. CELEBRINO,UDINE,UDINE VIA E. CELEBRINO,"Via Eustachio Celebrino, Borgo Aquileia, Baldasseria Media, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2511029, 46.0533717]}"
VIA E TOTI,UDINE,UDINE VIA E TOTI,"Via Enrico Toti, Borgo Villalta, Cormôr Alto, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2129433, 46.0555269]}"
VIA ELIO MORPURGO,UDINE,UDINE VIA ELIO MORPURGO,"Via Elio Morpurgo, Borgo Grazzano, Baldasseria Media, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2366909, 46.0603228]}"
VIA EMILIA,UDINE,UDINE VIA EMILIA,"Via Emilia, Chiavris, Casali Osellin, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2511121, 46.0876406]}"
VIA EMILIO,UDINE,UDINE VIA EMILIO,"Area verde ""Emilio Salgari"", Borgo Pracchiuso, Casali Osellin, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, Italia","{'type': 'Point', 'coordinates': [13.25456973561855, 46.064452349999996]}"
VIA EMILIO BONGIOVANNI,UDINE,UDINE VIA EMILIO BONGIOVANNI,,
VIA EMILIO NARDINI,UDINE,UDINE VIA EMILIO NARDINI,"Via Emilio Nardini, Sant'Ulderico, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.257046, 46.0339809]}"
VIA ENRICO FERMI,UDINE,UDINE VIA ENRICO FERMI,"Via Enrico Fermi, Borgo di San Lazzaro, Borgonuovo II, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2245529, 46.0715109]}"
VIA ENRICO FRUCH,UDINE,UDINE VIA ENRICO FRUCH,"Via Enrico Fruch, Borgo Pracchiuso, Casali Osellin, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2533203, 46.069749]}"
VIA ENRICO TOTI,UDINE,UDINE VIA ENRICO TOTI,"Via Enrico Toti, Borgo Villalta, Cormôr Alto, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2129433, 46.0555269]}"
VIA ERASMO VALVASON,UDINE,UDINE VIA ERASMO VALVASON,"Via Erasmo Valvason, Borgo Poscolle, Borgonuovo II, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2329564, 46.0638271]}"
VIA ERCOLE CARLETTI,UDINE,UDINE VIA ERCOLE CARLETTI,"Via Ercole Carletti, Borgo Pracchiuso, Casali Osellin, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2541718, 46.071929]}"
VIA ERITREA,UDINE,UDINE VIA ERITREA,"Via Eritrea, Borgo Villalta, Quartiere San Domenico, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2132408, 46.0698931]}"
VIA ERMES DI COLLOREDO,UDINE,UDINE VIA ERMES DI COLLOREDO,"Via Ermes di Colloredo, Borgo Gemona, Borgonuovo II, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2340117, 46.0717383]}"
VIA ESTE,UDINE,UDINE VIA ESTE,"Via Este, Sant'Ulderico, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2515851, 46.0329642]}"
VIA EUSTACHIO CELEBRINO,UDINE,UDINE VIA EUSTACHIO CELEBRINO,"Via Eustachio Celebrino, Borgo Aquileia, Baldasseria Media, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2511029, 46.0533717]}"
VIA F.  FILZI,UDINE,UDINE VIA F.  FILZI,"Via Fabio Filzi, Borgo Villalta, Cormôr Alto, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2161292, 46.0576219]}"
VIA F  RENATI,UDINE,UDINE VIA F  RENATI,"Via Filippo Renati, Borgo Pracchiuso, Casali Osellin, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2438375, 46.0697716]}"
VIA F BARACCA,UDINE,UDINE VIA F BARACCA,"Via Francesco Baracca, Borgo Grazzano, Cormôr Alto, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2155122, 46.0512596]}"
VIA F. DORMIS,UDINE,UDINE VIA F. DORMIS,,
VIA F DORMISCH,UDINE,UDINE VIA F DORMISCH,"Via Francesco Dormisch, Borgo Villalta, Borgonuovo II, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2219827, 46.0704266]}"
VIA FABIO ASQUINI,UDINE,UDINE VIA FABIO ASQUINI,"Via Fabio Asquini, Borgo Villalta, Quartiere San Domenico, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2294845, 46.0643927]}"
VIA FABIO DI MANIAGO,UDINE,UDINE VIA FABIO DI MANIAGO,"Via Fabio di Maniago, Borgo Aquileia, Baldasseria Media, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2456274, 46.0526245]}"
VIA FABIO FILZI,UDINE,UDINE VIA FABIO FILZI,"Via Fabio Filzi, Borgo Villalta, Cormôr Alto, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2153421, 46.0561695]}"
VIA FAEDIS,UDINE,UDINE VIA FAEDIS,"Via Faedis, Chiavris, Borgonuovo II, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2317044, 46.0774535]}"
VIA FAGAGNA,UDINE,UDINE VIA FAGAGNA,"Via Fagagna, Villaggio del Sole, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2104213, 46.0837652]}"
VIA FAGAGNA DI COLUGNA,UDINE,UDINE VIA FAGAGNA DI COLUGNA,,
VIA FAGNANA,UDINE,UDINE VIA FAGNANA,,
VIA FAUSTINO MOISESSO,UDINE,UDINE VIA FAUSTINO MOISESSO,"Via Faustino Moisesso, Borgonuovo I, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2118934, 46.0887961]}"
VIA FELETTO,UDINE,UDINE VIA FELETTO,"Via Feletto, Chiavris, Borgonuovo I, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2264877, 46.0887103]}"
VIA FELICE DELLA ROVERE,UDINE,UDINE VIA FELICE DELLA ROVERE,"Via Felice Della Rovere, Sant'Ulderico, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2455708, 46.0318679]}"
VIA FELLA,UDINE,UDINE VIA FELLA,"Via Fella, Quartiere Riccardo di Giusto, Casali Osellin, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2652179, 46.0736049]}"
VIA FELTRE,UDINE,UDINE VIA FELTRE,"Via Feltre, Sant'Ulderico, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2502142, 46.033295]}"
VIA FERDINANDO URLI,UDINE,UDINE VIA FERDINANDO URLI,"Via Ferdinando Urli, Borgo Aquileia, Baldasseria Media, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.247082, 46.0514712]}"
VIA FERMO SOLARI,UDINE,UDINE VIA FERMO SOLARI,"Via Fermo Solari, San Bernardo, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2572042, 46.0987535]}"
VIA FERNANDO FRANZOLINI,UDINE,UDINE VIA FERNANDO FRANZOLINI,"Via Fernando Franzolini, Chiavris, Borgonuovo II, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2381144, 46.0802009]}"
VIA FILIPPO RENATI,UDINE,UDINE VIA FILIPPO RENATI,"Via Filippo Renati, Borgo Pracchiuso, Casali Osellin, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2438375, 46.0697716]}"
VIA FIORE DEI LIBERI,UDINE,UDINE VIA FIORE DEI LIBERI,"Via Fiore dei Liberi, Borgo Poscolle, Quartiere San Domenico, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2260662, 46.0620988]}"
VIA FIUME,UDINE,UDINE VIA FIUME,"Via Fiume, Borgo Pracchiuso, Casali Osellin, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2439903, 46.0708847]}"
VIA FLAGOGNA,UDINE,UDINE VIA FLAGOGNA,"Via Flagogna, Villaggio del Sole, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33037, Italia","{'type': 'Point', 'coordinates': [13.1996454, 46.0722173]}"
VIA FLAIBANO,UDINE,UDINE VIA FLAIBANO,"Via Flaibano, Borgo Grazzano, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2222206, 46.0446216]}"
VIA FLAMBRO,UDINE,UDINE VIA FLAMBRO,"Via Flambro, Borgo Grazzano, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2221415, 46.0457004]}"
VIA F.LLI DE GASPERI,UDINE,UDINE VIA F.LLI DE GASPERI,,
VIA FLLI DE GASPERI,UDINE,UDINE VIA FLLI DE GASPERI,,
VIA FORGARIA,UDINE,UDINE VIA FORGARIA,"Via Forgaria, Cormôr Basso, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33037, Italia","{'type': 'Point', 'coordinates': [13.1991826, 46.0653779]}"
VIA FORNI DI SOTTO,UDINE,UDINE VIA FORNI DI SOTTO,"Via Forni di Sotto, Chiavris, Borgonuovo II, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2345845, 46.0778647]}"
VIA FRANCESCO BARACCA,UDINE,UDINE VIA FRANCESCO BARACCA,"Via Francesco Baracca, Borgo Grazzano, Cormôr Alto, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2155122, 46.0512596]}"
VIA FRANCESCO CRISPI,UDINE,UDINE VIA FRANCESCO CRISPI,"Via Francesco Crispi, Borgo Grazzano, Baldasseria Media, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.234602, 46.0593227]}"
VIA FRANCESCO DE GREGORI,UDINE,UDINE VIA FRANCESCO DE GREGORI,"Via Francesco De Gregori, Quartiere Riccardo di Giusto, Casali Osellin, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2596028, 46.0763209]}"
VIA FRANCESCO DI MANZANO,UDINE,UDINE VIA FRANCESCO DI MANZANO,"Via Francesco di Manzano, Borgo Grazzano, Cormôr Alto, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2264154, 46.0557216]}"
VIA FRANCESCO DI TOPPO,UDINE,UDINE VIA FRANCESCO DI TOPPO,"Via Francesco di Toppo, Borgo di San Lazzaro, Borgonuovo II, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2319056, 46.0706183]}"
VIA FRANCESCO DORMISCH,UDINE,UDINE VIA FRANCESCO DORMISCH,"Via Francesco Dormisch, Borgo Villalta, Quartiere San Domenico, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2168017, 46.0722983]}"
VIA FRANCESCO MANTICA,UDINE,UDINE VIA FRANCESCO MANTICA,"Via Francesco Mantica, Borgo di San Lazzaro, Borgonuovo II, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2299925, 46.0682665]}"
VIA FRANCESCO MUSONI,UDINE,UDINE VIA FRANCESCO MUSONI,"Via Francesco Musoni, Borgo Pracchiuso, Casali Osellin, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2502585, 46.0642928]}"
VIA FRANCESCO PETRARCA,UDINE,UDINE VIA FRANCESCO PETRARCA,"Via Francesco Petrarca, Borgo Pracchiuso, Baldasseria Media, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2452547, 46.0630265]}"
VIA FRANCESCO TOMADINI,UDINE,UDINE VIA FRANCESCO TOMADINI,"Via Francesco Tomadini, Borgo Pracchiuso, Casali Osellin, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2426244, 46.0655722]}"
VIA FRANCESCO URBANIS,UDINE,UDINE VIA FRANCESCO URBANIS,"Via Francesco Urbanis, Borgo Villalta, Quartiere San Domenico, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2229071, 46.0679881]}"
VIA FRATELLI DE GASPERI,UDINE,UDINE VIA FRATELLI DE GASPERI,"Via fratelli De Gasperi, Borgo Pracchiuso, Casali Osellin, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2404853, 46.0704363]}"
VIA FRATELLI SGUAZZIN,UDINE,UDINE VIA FRATELLI SGUAZZIN,"Via fratelli Sguazzin, Quartiere Riccardo di Giusto, Casali Osellin, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2587773, 46.0804795]}"
VIA FRECHI,UDINE,UDINE VIA FRECHI,,
VIA FRESCHI,UDINE,UDINE VIA FRESCHI,"Via Gherardo Freschi, Chiavris, Borgonuovo II, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2211385, 46.0819486]}"
VIA FRESCHI 28-INT.7 E,UDINE,UDINE VIA FRESCHI 28-INT.7 E,,
VIA FRIULI,UDINE,UDINE VIA FRIULI,"Via Friuli, Chiavris, Borgonuovo II, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2241847, 46.084164]}"
VIA FUSINE,UDINE,UDINE VIA FUSINE,"Via Fusine, Chiavris, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2422383, 46.0932127]}"
VIA G  GOZZER,UDINE,UDINE VIA G  GOZZER,"Via Giuseppe Gozzer, Quartiere Riccardo di Giusto, San Gottardo, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2701064, 46.0808616]}"
VIA G  PIETRA,UDINE,UDINE VIA G  PIETRA,"Via Gaetano Pietra, Borgo Villalta, Quartiere San Domenico, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2146406, 46.0710599]}"
VIA G. CALLIGARIS,UDINE,UDINE VIA G. CALLIGARIS,"Via Giacinto Calligaris, Quartiere Riccardo di Giusto, Casali Osellin, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2604229, 46.0759249]}"
VIA G. DE MONTE,UDINE,UDINE VIA G. DE MONTE,,
VIA G. FONTANINI,UDINE,UDINE VIA G. FONTANINI,"Via Giusto Fontanini, Borgo Aquileia, Casali Osellin, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2520875, 46.0602337]}"
VIA G FONTANINI,UDINE,UDINE VIA G FONTANINI,"Via Giusto Fontanini, Borgo Aquileia, Casali Osellin, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2520875, 46.0602337]}"
VIA G. MURATTI,UDINE,UDINE VIA G. MURATTI,"Via Giusto Muratti, Borgo Poscolle, Quartiere San Domenico, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2314527, 46.0620606]}"
VIA G. PIERI,UDINE,UDINE VIA G. PIERI,"Via Gino Pieri, Borgo di San Lazzaro, Borgonuovo II, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2270929, 46.0757464]}"
VIA G PIETRA,UDINE,UDINE VIA G PIETRA,"Via Gaetano Pietra, Borgo Villalta, Quartiere San Domenico, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2146406, 46.0710599]}"
VIA G. PIRONA,UDINE,UDINE VIA G. PIRONA,"Pirona, Via Jacopo e Giulio Pirona, Sant'Ulderico, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2572263, 46.0238444]}"
VIA G. VALENTE,UDINE,UDINE VIA G. VALENTE,"Via Gastone Valente, Quartiere Riccardo di Giusto, Casali Osellin, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2611096, 46.0790807]}"
VIA G.A. LICINIO,UDINE,UDINE VIA G.A. LICINIO,"Via Giovanni Antonio Licinio, Borgo Villalta, Quartiere San Domenico, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2250111, 46.0631395]}"
VIA GABELLI,UDINE,UDINE VIA GABELLI,"Via Luigi Gabelli, Borgo Poscolle, Cormôr Alto, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.214591, 46.0542915]}"
VIA GAETA,UDINE,UDINE VIA GAETA,"Via Gaeta, Borgo Grazzano, Cormôr Alto, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2266641, 46.0570828]}"
VIA GAETANO PERUSINI,UDINE,UDINE VIA GAETANO PERUSINI,"Via Gaetano Perusini, Borgo Grazzano, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2242569, 46.0463432]}"
VIA GAETANO PIETRA,UDINE,UDINE VIA GAETANO PIETRA,"Via Gaetano Pietra, Borgo Villalta, Quartiere San Domenico, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2146406, 46.0710599]}"
VIA GAETANO PIGOZZI,UDINE,UDINE VIA GAETANO PIGOZZI,"Via Gaetano Pigozzi, Chiavris, Borgonuovo II, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2256347, 46.0824268]}"
VIA GALBANI,UDINE,UDINE VIA GALBANI,,
VIA GALILEO FERRARIS,UDINE,UDINE VIA GALILEO FERRARIS,"Via Galileo Ferraris, Borgo di San Lazzaro, Borgonuovo II, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.225112, 46.0711601]}"
VIA GALILEO GALILEI,UDINE,UDINE VIA GALILEO GALILEI,"Via Galileo Galilei, Borgo Villalta, Quartiere San Domenico, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2193036, 46.0648521]}"
VIA GALLARATE,UDINE,UDINE VIA GALLARATE,"Via Gallarate, Villaggio del Sole, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2067924, 46.0868553]}"
VIA GALVANI,UDINE,UDINE VIA GALVANI,"Via Luigi Galvani, Borgo Villalta, Quartiere San Domenico, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2178338, 46.0697229]}"
VIA GASTONE VALENTE,UDINE,UDINE VIA GASTONE VALENTE,"Via Gastone Valente, Quartiere Riccardo di Giusto, Casali Osellin, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2611096, 46.0790807]}"
VIA G.B. BISON,UDINE,UDINE VIA G.B. BISON,,
VIA G.B. PERIZ,UDINE,UDINE VIA G.B. PERIZ,,
VIA G.B. TIEPOLO,UDINE,UDINE VIA G.B. TIEPOLO,,
VIA G.CECONI - LOC. Z.I.U.,UDINE,UDINE VIA G.CECONI - LOC. Z.I.U.,,
VIA G.ELLERO,UDINE,UDINE VIA G.ELLERO,"Via Giuseppe Ellero, Borgo Aquileia, Casali Osellin, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.242315, 46.0622689]}"
VIA GEMONA,UDINE,UDINE VIA GEMONA,"Via Gemona, Borgo Gemona, Borgonuovo II, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.233794, 46.0679595]}"
VIA GEMONA 3O,UDINE,UDINE VIA GEMONA 3O,"Via Gemona, Borgo Gemona, Borgonuovo II, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2335554, 46.0662993]}"
VIA GEN. ANTONIO CANTORE,UDINE,UDINE VIA GEN. ANTONIO CANTORE,,
VIA GEN. ANTONIO CHINOTTO,UDINE,UDINE VIA GEN. ANTONIO CHINOTTO,,
VIA GEN.ANTONIO CHINOTTO,UDINE,UDINE VIA GEN.ANTONIO CHINOTTO,,
VIA GENERALE ANTONIO BALDISSERA,UDINE,UDINE VIA GENERALE ANTONIO BALDISSERA,"Via Generale Antonio Baldissera, Borgo Villalta, Borgonuovo II, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2308882, 46.0663254]}"
VIA GENERALE ANTONIO CANTORE,UDINE,UDINE VIA GENERALE ANTONIO CANTORE,"Via generale Antonio Cantore, Chiavris, Borgonuovo II, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.236503, 46.0765923]}"
VIA GENERALE ANTONIO CHINOTTO,UDINE,UDINE VIA GENERALE ANTONIO CHINOTTO,"Via generale Antonio Chinotto, Borgo Aquileia, Casali Osellin, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2445354, 46.0638451]}"
VIA GENERALE CARLO CANEVA,UDINE,UDINE VIA GENERALE CARLO CANEVA,"Via generale Carlo Caneva, Borgo Pracchiuso, Casali Osellin, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2440047, 46.0660198]}"
VIA GENERALE CARLO ZUCCHI,UDINE,UDINE VIA GENERALE CARLO ZUCCHI,"Via Generale Carlo Zucchi, Borgo Aquileia, Baldasseria Media, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2420868, 46.0513512]}"
VIA GENERALE GIUSEPPE GALLIANO,UDINE,UDINE VIA GENERALE GIUSEPPE GALLIANO,,
VIA GENOVA,UDINE,UDINE VIA GENOVA,"Via Genova, San Bernardo, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.266217, 46.1044387]}"
VIA GERVASUTTA,UDINE,UDINE VIA GERVASUTTA,"Via Gervasutta, Borgo Grazzano, Baldasseria Media, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2358359, 46.0497241]}"
VIA GESUALDO PANNILUNGHI,UDINE,UDINE VIA GESUALDO PANNILUNGHI,"Via Gesualdo Pannilunghi, Cormôr Alto, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33037, Italia","{'type': 'Point', 'coordinates': [13.2069685, 46.0638849]}"
VIA G.FONTANINI,UDINE,UDINE VIA G.FONTANINI,"Via Giusto Fontanini, Borgo Aquileia, Casali Osellin, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2520875, 46.0602337]}"
VIA GHERARDO FRESCHI,UDINE,UDINE VIA GHERARDO FRESCHI,"Via Gherardo Freschi, Chiavris, Borgonuovo II, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2211385, 46.0819486]}"
VIA GHERDO FRESCHI,UDINE,UDINE VIA GHERDO FRESCHI,,
VIA GIACINTO CALLIGARIS,UDINE,UDINE VIA GIACINTO CALLIGARIS,"Via Giacinto Calligaris, Quartiere Riccardo di Giusto, Casali Osellin, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia","{'type': 'Point', 'coordinates': [13.2604229, 46.0759249]}"
